DWH_REFERENZPREISE_DE;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
22.03.2023;77.06;73.19;73.5;69.05;66.67;74.03;92.03;109.01;110.21;82.37;58.35;33.29;22.93;16.99;39.43;68.41;81.12;100.62;119.25;139.85;125.31;108.41;99.9;83.29
23.03.2023;68.05;65.89;55.29;45.94;33.17;55.78;80.64;92.22;95;72.8;40.74;35.68;36.52;37.19;51.28;55.28;89.9;119.45;136.86;144.38;122.12;92.65;88.85;77.35
24.03.2023;55.12;43.8;40.67;40.18;35.07;40.19;62.44;81.23;81.23;62.36;36.95;25.28;11.47;3.99;2.07;5.84;29.59;79.53;101.02;116.23;96.92;82.5;76.2;64.9
25.03.2023;15.3;0.97;0.11;0.08;0.29;0.1;3.53;7.72;5.93;0.06;-0.06;-1.18;-3.62;-6.02;-5.38;-0.87;-0.02;23.9;60;77.04;60;41.84;38.91;33.36
26.03.2023;39.66;39.23;;40.12;40.88;41.42;63.49;73.09;77.24;79.6;78.58;76;61.89;55.44;50.46;46.02;48.35;77.09;106.65;117.86;112.59;104.63;99.42;94.64
27.03.2023;96;93.15;87.48;83.99;84.9;92.85;115;142.99;151.31;118.76;94.85;80.93;68.26;54.91;42.74;46.16;49.62;74.37;95.95;124.38;116.07;105.99;103.52;91.46
28.03.2023;78.68;82.3;84.67;92.83;92.5;99.44;130.05;159.92;159.92;127.14;104.28;94.89;94.84;92.99;91.76;94.67;96.22;108.59;136.87;160.98;161;133.02;127.09;110.98
29.03.2023;97.53;95.1;97.13;98.78;98.18;99.2;117.04;144.13;152;144.17;130.03;119.05;110.98;105.6;101.55;104.94;106.2;128.15;145.41;149.87;132.28;114.92;109.9;94.8
30.03.2023;89.71;82.25;80.75;78.77;77.91;76.8;89.77;119.37;129.3;110;90.66;80;64.83;25.59;5.75;10.05;39.62;72.44;97.55;120;119.37;103.28;100.05;90.76
31.03.2023;65.13;64.9;57.1;48.62;68.84;79.97;111.72;132.12;137.64;132.19;124.2;119.67;103.77;97.14;93.05;94.72;101.89;103.51;114.97;115.56;109.98;98.83;86.73;80
01.04.2023;82.19;63.9;53.84;38.83;36.05;35.33;34.36;51.71;61.16;60.41;49.57;46.09;40.96;38.62;33.5;36.37;40.57;52.06;84.89;90.89;84.89;75.6;79.95;66.64
02.04.2023;69.59;60.46;58.51;60.46;58.51;60.46;58.72;70.08;75.55;66.09;51.66;50.24;42.64;26.07;14.21;14.79;31.85;41.74;100.41;130;131.5;120.6;112.68;109.12
03.04.2023;108.53;107.68;108.04;103.9;100.43;110.07;139.22;167.54;163.79;128.38;103.8;88.76;80.98;74.9;71.66;78.91;82;100.35;133.77;158.11;156.25;142.94;132.02;113.12
04.04.2023;110.85;110;113.68;115.42;116.64;121.91;145.35;180.38;178.53;147.63;118.43;112.02;108.86;108.12;107.31;108.71;112.73;122;147.1;180;177.32;155.56;141.19;129.93
05.04.2023;127.51;118.26;119.61;118.25;124.99;134.46;165.82;207.92;179.74;142.16;119.6;115;113.59;113.84;113.81;113.59;116.3;135.61;156.52;199.56;191.68;164.98;151.39;139.13
06.04.2023;135.54;124.12;120;115.33;114.85;124.91;142.51;161.63;155.96;129.45;114.63;105.1;104.02;103.1;106.01;108.13;109.87;121.16;140;150;144.08;129.43;115.38;107.62
07.04.2023;100.31;98.73;100.07;101.79;103.15;106.95;102.94;106.66;110.74;103.95;101.76;100.9;91.96;86.77;85;92.12;100.81;107.74;127.78;138.55;135.07;135;136.6;131.78
08.04.2023;123.85;113.74;114.26;110.75;110.78;112.16;114.74;129.35;133.2;129.35;114.74;106.95;101.84;99;95.36;94.4;98.12;107;121.9;135.01;139.77;137.31;134.9;126.98
09.04.2023;127.99;117.86;119.83;117.99;118.24;117.86;120;118.9;122.98;112.21;100;87;81.96;60.01;55;56;74;86.35;115.2;129.97;133.46;126.39;115;106.94
10.04.2023;98.21;81.85;78.14;71.9;70;72.96;80;77.61;69.43;54.88;22.07;0.2;-1.01;-8.82;-7.77;-4.07;-0.07;19.49;44.58;65.54;40.84;21.81;11.52;0.1
11.04.2023;1.45;0.99;0.72;1.09;6.1;34.02;93.8;105.63;108.26;93.8;54.25;9.03;0.07;-0.1;-0.09;-0.01;6.61;82.2;130.8;162.46;165.38;141.39;130.8;111
12.04.2023;97.6;86.23;80.63;78.71;80.2;85.8;108.22;124.87;136.41;131.99;120;111.56;100.72;97.36;97.62;97.07;100.34;109.92;134.66;145;129.7;122.76;109.3;97.95
13.04.2023;97.23;85.09;79.33;72.86;71.27;82.5;102.06;115.04;118.96;102.81;85.98;89.22;90.12;93.77;92.48;105.02;93.23;110.14;129.86;171.44;180.93;160.59;139.28;132.72
14.04.2023;118.09;112.8;116.54;112.8;113.14;127.4;144.74;171.76;176.11;150.88;129.86;118.66;107.54;105.8;106.22;109.3;105.24;116.54;138.16;151.69;152.21;151;134.33;120.29
15.04.2023;118.14;106.95;107.92;105.8;107.79;112.52;116.77;134.12;137;129.54;116.64;107.07;97.78;91.33;84;88.32;92.81;119.91;140.17;152.43;155.73;140.8;131.75;122.35
16.04.2023;98.52;91.5;88.5;87.12;87.07;86.6;90.3;91.7;96.68;87.71;79.03;75.14;69.54;61.58;62.8;68.5;76.84;98.39;124.01;138.71;134.54;129.79;128.83;122.17
17.04.2023;113.83;108.55;106.42;101.06;102.04;112.83;137.62;154.63;157.41;133.68;114.63;104.67;95.22;89.48;86.42;92.98;100.65;122.97;146.83;159.74;149.75;139.76;132.11;117.09
18.04.2023;124.37;116.39;111.82;108.23;107.54;116.53;136.45;154.75;153.85;130.02;111.8;101.69;91.04;82.01;78.28;81.68;91.11;118.54;152.08;168.49;162.25;147.61;139.52;120.89
19.04.2023;107.59;103.63;97.24;93.6;94;107.03;126.22;142.21;143.64;127.12;111.46;101.46;91.59;84.09;82.02;85.97;96.6;119.2;144.74;153.57;143.5;134.47;126.38;109.84
20.04.2023;96.13;92.22;86.19;81.68;81.28;93.79;112.28;122.64;120.54;103.22;88.8;80.33;72.64;65.62;64.01;69.47;80.43;103.61;130.75;143.55;136.78;130.68;125.57;112.29
21.04.2023;89.72;86.08;84.47;85.08;87.84;98.63;122.41;145.91;137.18;109.22;101.68;95.45;88.68;83;81.99;84.46;88.97;100.54;119.02;136.07;147.93;131.66;123.18;110.21
22.04.2023;101.06;93.16;91;89.73;88.29;90.71;94.92;102.83;109.12;103.35;87.8;81.07;77.01;66.95;61.3;62.09;68.54;87.86;114.02;132.73;134.37;122.05;114.07;101.49
23.04.2023;100.49;88.85;85.97;84.33;85.42;84.16;82.16;84.27;87.1;81.44;75.04;72.99;69.45;42.94;23.22;25.45;42.84;71.16;103.1;126.33;135;127.02;122.01;107.75
24.04.2023;92.99;87.72;87.09;84.32;86.02;96.97;128.56;148.04;155.51;132.34;111.06;100.4;88.68;71.93;62.68;65.9;74.59;102.18;127.33;146.44;144.45;130.83;117.65;97.51
25.04.2023;94.68;91.45;89.02;88.5;91.44;99.99;127.48;147.87;148.29;123.6;105.62;97.85;88.85;81.16;76.39;80.72;85.43;106.17;127.23;149.93;151.43;133.38;120.91;105.8
26.04.2023;94.68;91.45;89.02;88.5;91.44;99.99;127.48;147.87;148.29;123.6;105.62;97.85;88.85;81.16;76.39;80.72;85.43;106.17;127.23;149.93;151.43;133.38;120.91;105.8
27.04.2023;94.68;91.45;89.02;88.5;91.44;99.99;127.48;147.87;148.29;123.6;105.62;97.85;88.85;81.16;76.39;80.72;85.43;106.17;127.23;149.93;151.43;133.38;120.91;105.8
28.04.2023;98.29;94.61;92.8;92.28;94.21;104.06;127.07;150.65;158.14;124.32;115.39;108.81;101.08;94.21;93.16;96.29;101.99;113.69;134.43;155.75;152.15;137.07;127.87;114.9
29.04.2023;126.84;114.69;111.84;108.97;108.33;109.36;114.19;120.62;126.01;118.28;101.24;93.45;88.55;77.88;70.87;70.74;78.71;101.12;126.61;148.02;152.09;140.98;131.28;116.23
30.04.2023;109.43;95.07;90.74;88.29;88.95;88.25;86.03;87.75;90.34;90.13;74.97;71.54;63.86;40.65;21.85;20.24;39.02;76.05;115.19;143.36;154.91;148.99;142.68;126.84
01.05.2023;38.23;36.7;34.86;32.12;32.17;32.96;29.46;32.11;37.01;39.26;38.04;39.11;36.78;30.86;30.32;29.01;30.53;50.41;77.09;109.3;79.41;77.04;75.67;57.1
02.05.2023;107.6;102.77;99.41;97.85;100.02;109.59;137.24;157.63;160.18;135.66;116.26;106.71;95.48;85.93;80.47;85.08;91.9;114.71;137.19;159.96;159.34;143.98;131.83;117.6
03.05.2023;107.6;102.77;99.41;97.85;100.02;109.59;137.24;157.63;160.18;135.66;116.26;106.71;95.48;85.93;80.47;85.08;91.9;114.71;137.19;159.96;159.34;143.98;131.83;117.6
04.05.2023;107.6;102.77;99.41;97.85;100.02;109.59;137.24;157.63;160.18;135.66;116.26;106.71;95.48;85.93;80.47;85.08;91.9;114.71;137.19;159.96;159.34;143.98;131.83;117.6
05.05.2023;116.14;111.44;108.82;107.29;108.47;118.3;140.86;162.47;175.85;143.03;130.71;118.84;107.5;96.84;89.91;91.32;96.45;112.96;139.13;161.09;152.63;140.28;132.14;118.9
06.05.2023;114.6;102.86;101.01;97.97;98.84;99.98;105.02;110.48;114.14;106.05;92.05;85.27;81.15;69.09;61.87;64.92;73.86;97.34;118.61;137.61;141.83;134.08;125.83;112.76
07.05.2023;102.36;91.77;86.91;82.41;81.08;81.05;77.68;79.11;81.58;79;63.79;60.28;53.89;28.96;8.82;8.61;29.79;67.35;104.05;124.79;133.78;128.92;123.83;108.86
08.05.2023;104.15;97.33;95.44;92.43;92.87;106.28;142.88;165.07;165.46;141.14;121.91;111.8;100.01;84.43;74.85;77.05;86.05;114.25;138.83;158.38;168.54;155.11;140.72;121.57
09.05.2023;113.73;107.67;103.74;101.63;103.62;113.18;141.33;161.09;148.71;128.98;111.85;102.96;93.63;84.37;79.21;82.99;88.86;109.07;129.48;149.79;165.06;151.24;138.58;123.07
10.05.2023;113.73;107.67;103.74;101.63;103.62;113.18;141.33;161.09;148.71;128.98;111.85;102.96;93.63;84.37;79.21;82.99;88.86;109.07;129.48;149.79;165.06;151.24;138.58;123.07
11.05.2023;113.73;107.67;103.74;101.63;103.62;113.18;141.33;161.09;148.71;128.98;111.85;102.96;93.63;84.37;79.21;82.99;88.86;109.07;129.48;149.79;165.06;151.24;138.58;123.07
12.05.2023;119.88;111.91;108.04;104.92;105.44;117.65;140.63;157.52;148.77;129.92;116.23;104.28;94.29;83.72;75.93;76.17;82.36;98.88;120.48;135.12;148.58;140.67;134.33;119.17
13.05.2023;108.1;96.27;92.29;89.04;89.66;90.07;93.6;99.93;101.65;91.88;78.71;66.68;61.94;50.29;42.4;45.17;53.74;82.55;110.8;132.8;138.61;133.59;127.83;113.02
14.05.2023;97.7;87.32;81.58;74.77;73.25;71.52;66.19;69.65;69.94;65.31;47.23;44.97;37.57;13.48;-2.82;0.37;20.54;62.53;107;128.89;139.1;135.48;130.81;114.09
15.05.2023;109.01;101.68;98.47;96.79;97.57;109.42;141.62;162.55;153.72;134.91;120.11;115.04;108.17;103.29;100.1;99.85;102.68;118.88;136.79;153.01;171.11;158.56;145.83;126.71
16.05.2023;116.37;109.79;105.56;103.43;105.25;115.99;144.47;163.63;147.44;131.02;116.91;110.79;102.12;93.96;88.67;90.66;95.49;112.22;129.88;147.35;167.55;155.69;144.15;126.82
17.05.2023;116.37;109.79;105.56;103.43;105.25;115.99;144.47;163.63;147.44;131.02;116.91;110.79;102.12;93.96;88.67;90.66;95.49;112.22;129.88;147.35;167.55;155.69;144.15;126.82
